NR_OMRAD,värdeår 1929,värdeår 1960,värdeår 1970,värdeår 1980,värdeår 1990,värdeår 2000,värdeår 2010,värdeår 2016
2026901,525,575,625,700,750,825,925,1000
2029027,600,650,700,750,800,925,1025,1050
2029028,675,725,775,825,925,1025,1075,1150
2029029,675,725,775,825,925,1025,1075,1150
2029030,800,850,925,975,1050,1125,1200,1275
2029031,900,925,975,1050,1125,1225,1375,1450
2029900,600,650,700,750,800,925,1025,1050
2029901,600,650,700,750,800,925,1025,1050
2031026,675,725,775,825,925,1025,1075,1150
2031027,800,850,925,975,1050,1125,1200,1275
2031028,800,850,925,975,1050,1125,1200,1275
2031900,600,650,700,750,800,925,1025,1050
2031901,525,575,625,700,750,825,925,1000
2034005,600,650,700,750,800,925,1025,1050
2034006,675,725,775,825,925,1025,1075,1150
2034007,675,725,775,825,925,1025,1075,1150
2034900,525,575,625,700,750,825,925,1000
2039001,600,650,700,750,800,925,1025,1050
2039002,675,725,775,825,925,1025,1075,1150
2039003,675,725,775,825,925,1025,1075,1150
2039004,600,650,700,750,800,925,1025,1050
2039900,525,575,625,700,750,825,925,1000
2061016,675,725,775,825,925,1025,1075,1150
2061017,675,725,775,825,925,1025,1075,1150
2061018,600,650,700,750,800,925,1025,1050
2061900,525,575,625,700,750,825,925,1000
2062013,800,850,925,975,1050,1125,1200,1275
2062014,900,925,975,1050,1125,1225,1375,1450
2062015,900,925,975,1050,1125,1225,1375,1450
2062016,800,850,925,975,1050,1125,1200,1275
2062900,600,650,700,750,800,925,1025,1050
2062901,525,575,625,700,750,825,925,1000
2080031,800,850,925,975,1050,1125,1200,1275
2080032,800,850,925,975,1050,1125,1200,1275
2080033,675,725,775,825,925,1025,1075,1150
2080034,675,725,775,825,925,1025,1075,1150
2080035,675,725,775,825,925,1025,1075,1150
2080036,675,725,775,825,925,1025,1075,1150
2080037,800,850,925,975,1050,1125,1200,1275
2080038,800,850,925,975,1050,1125,1200,1275
2080039,800,850,925,975,1050,1125,1200,1275
2080040,900,925,975,1050,1125,1225,1375,1450
2080041,900,925,975,1050,1125,1225,1375,1450
2080042,950,1000,1050,1125,1250,1350,1525,1625
2080043,950,1000,1050,1125,1250,1350,1525,1625
2080044,900,925,975,1050,1125,1225,1375,1450
2080045,800,850,925,975,1050,1125,1200,1275
2080900,600,650,700,750,800,925,1025,1050
2080901,525,575,625,700,750,825,925,1000
2081056,675,725,775,825,925,1025,1075,1150
2081057,800,850,925,975,1050,1125,1200,1275
2081058,950,1000,1050,1125,1250,1350,1525,1625
2081059,950,1000,1050,1125,1250,1350,1525,1625
2081060,950,1000,1050,1125,1250,1350,1525,1625
2081061,950,1000,1050,1125,1250,1350,1525,1625
2081062,800,850,925,975,1050,1125,1200,1275
2081063,800,850,925,975,1050,1125,1200,1275
2081064,675,725,775,825,925,1025,1075,1150
2081065,675,725,775,825,925,1025,1075,1150
2081066,800,850,925,975,1050,1125,1200,1275
2081067,800,850,925,975,1050,1125,1200,1275
2081068,800,850,925,975,1050,1125,1200,1275
2081069,800,850,925,975,1050,1125,1200,1275
2081900,600,650,700,750,800,925,1025,1050
2082053,675,725,775,825,925,1025,1075,1150
2082054,675,725,775,825,925,1025,1075,1150
2082055,800,850,925,975,1050,1125,1200,1275
2082900,600,650,700,750,800,925,1025,1050
2083062,600,650,700,750,800,925,1025,1050
2083063,600,650,700,750,800,925,1025,1050
2083064,675,725,775,825,925,1025,1075,1150
2083065,800,850,925,975,1050,1125,1200,1275
2083066,675,725,775,825,925,1025,1075,1150
2083900,525,575,625,700,750,825,925,1000
2084065,675,725,775,825,925,1025,1075,1150
2084066,600,650,700,750,800,925,1025,1050
2084067,675,725,775,825,925,1025,1075,1150
2084068,675,725,775,825,925,1025,1075,1150
2084069,800,850,925,975,1050,1125,1200,1275
2084070,800,850,925,975,1050,1125,1200,1275
2084071,600,650,700,750,800,925,1025,1050
2084900,525,575,625,700,750,825,925,1000
2085020,600,650,700,750,800,925,1025,1050
2085021,675,725,775,825,925,1025,1075,1150
2085022,800,850,925,975,1050,1125,1200,1275
2085023,800,850,925,975,1050,1125,1200,1275
2085024,675,725,775,825,925,1025,1075,1150
2085900,600,650,700,750,800,925,1025,1050
2085901,525,575,625,700,750,825,925,1000
2101002,760,810,860,950,1025,1100,1200,1225
2101004,525,575,650,700,775,875,975,1050
2104002,760,810,860,950,1025,1100,1200,1225
2104004,650,735,790,840,925,1025,1125,1200
2104006,575,625,700,775,850,925,1025,1100
2104008,525,575,650,700,775,875,975,1050
2121002,760,810,860,950,1025,1100,1200,1225
2121004,650,735,790,840,925,1025,1125,1200
2121006,525,575,650,700,775,875,975,1050
2132002,760,810,860,950,1025,1100,1200,1225
2132004,575,625,700,775,850,925,1025,1100
2132006,575,625,700,775,850,925,1025,1100
2132008,650,735,790,840,925,1025,1125,1200
2132010,575,625,700,775,850,925,1025,1100
2132011,575,625,700,775,850,925,1025,1100
2132012,525,575,650,700,775,875,975,1050
2132014,525,575,650,700,775,875,975,1050
2161002,760,810,860,950,1025,1100,1200,1225
2161004,760,810,860,950,1025,1100,1200,1225
2161005,760,810,860,950,1025,1100,1200,1225
2161006,760,810,860,950,1025,1100,1200,1225
2161008,575,625,700,775,850,925,1025,1100
2161010,525,575,650,700,775,875,975,1050
2161012,525,575,650,700,775,875,975,1050
2180002,1100,1150,1200,1275,1400,1500,1650,1750
2180003,1050,1075,1150,1200,1250,1325,1450,1550
2180004,1050,1075,1150,1200,1250,1325,1450,1550
2180005,1050,1075,1150,1200,1250,1325,1450,1550
2180006,1100,1150,1200,1275,1400,1500,1650,1750
2180007,1050,1075,1150,1200,1250,1325,1450,1550
2180008,1050,1075,1150,1200,1250,1325,1450,1550
2180009,1050,1075,1150,1200,1250,1325,1450,1550
2180010,825,925,975,1025,1100,1200,1250,1300
2180011,825,925,975,1025,1100,1200,1250,1300
2180012,825,925,975,1025,1100,1200,1250,1300
2180013,825,925,975,1025,1100,1200,1250,1300
2180014,760,810,860,950,1025,1100,1200,1225
2180015,825,925,975,1025,1100,1200,1250,1300
2180016,760,810,860,950,1025,1100,1200,1225
2180017,825,925,975,1025,1100,1200,1250,1300
2180018,760,810,860,950,1025,1100,1200,1225
2180019,825,925,975,1025,1100,1200,1250,1300
2180020,825,925,975,1025,1100,1200,1250,1300
2180021,825,925,975,1025,1100,1200,1250,1300
2180022,650,735,790,840,925,1025,1125,1200
2180023,825,925,975,1025,1100,1200,1250,1300
2180024,650,735,790,840,925,1025,1125,1200
2180025,825,925,975,1025,1100,1200,1250,1300
2180026,650,735,790,840,925,1025,1125,1200
2180027,575,625,700,775,850,925,1025,1100
2180028,525,575,650,700,775,875,975,1050
2180030,575,625,700,775,850,925,1025,1100
2180031,575,625,700,775,850,925,1025,1100
2180032,525,575,650,700,775,875,975,1050
2180035,1100,1150,1200,1275,1400,1500,1650,1750
2180036,825,925,975,1025,1100,1200,1250,1300
2180038,825,925,975,1025,1100,1200,1250,1300
2181001,760,810,860,950,1025,1100,1200,1225
2181002,1050,1075,1150,1200,1250,1325,1450,1550
2181003,760,810,860,950,1025,1100,1200,1225
2181004,825,925,975,1025,1100,1200,1250,1300
2181005,1050,1075,1150,1200,1250,1325,1450,1550
2181006,825,925,975,1025,1100,1200,1250,1300
2181007,825,925,975,1025,1100,1200,1250,1300
2181008,760,810,860,950,1025,1100,1200,1225
2181009,825,925,975,1025,1100,1200,1250,1300
2181010,650,735,790,840,925,1025,1125,1200
2181012,650,735,790,840,925,1025,1125,1200
2181014,650,735,790,840,925,1025,1125,1200
2181016,650,735,790,840,925,1025,1125,1200
2181018,650,735,790,840,925,1025,1125,1200
2181019,650,735,790,840,925,1025,1125,1200
2181020,650,735,790,840,925,1025,1125,1200
2181022,650,735,790,840,925,1025,1125,1200
2181024,575,625,700,775,850,925,1025,1100
2181026,760,810,860,950,1025,1100,1200,1225
2182002,825,925,975,1025,1100,1200,1250,1300
2182004,825,925,975,1025,1100,1200,1250,1300
2182006,825,925,975,1025,1100,1200,1250,1300
2182007,760,810,860,950,1025,1100,1200,1225
2182008,760,810,860,950,1025,1100,1200,1225
2182009,760,810,860,950,1025,1100,1200,1225
2182012,650,735,790,840,925,1025,1125,1200
2182014,650,735,790,840,925,1025,1125,1200
2182016,650,735,790,840,925,1025,1125,1200
2182017,650,735,790,840,925,1025,1125,1200
2182018,650,735,790,840,925,1025,1125,1200
2182020,650,735,790,840,925,1025,1125,1200
2182022,525,575,650,700,775,875,975,1050
2183002,825,925,975,1025,1100,1200,1250,1300
2183004,825,925,975,1025,1100,1200,1250,1300
2183005,760,810,860,950,1025,1100,1200,1225
2183006,760,810,860,950,1025,1100,1200,1225
2183007,760,810,860,950,1025,1100,1200,1225
2183008,650,735,790,840,925,1025,1125,1200
2183010,650,735,790,840,925,1025,1125,1200
2183012,525,575,650,700,775,875,975,1050
2184001,1050,1075,1150,1200,1250,1325,1450,1550
2184002,1050,1075,1150,1200,1250,1325,1450,1550
2184004,825,925,975,1025,1100,1200,1250,1300
2184006,760,810,860,950,1025,1100,1200,1225
2184007,650,735,790,840,925,1025,1125,1200
2184008,650,735,790,840,925,1025,1125,1200
2184010,650,735,790,840,925,1025,1125,1200
2184012,650,735,790,840,925,1025,1125,1200
2184014,650,735,790,840,925,1025,1125,1200
2184016,575,625,700,775,850,925,1025,1100
2184018,525,575,650,700,775,875,975,1050
2184020,525,575,650,700,775,875,975,1050
2260068,650,675,725,775,900,1000,1150,1300
2260070,725,775,825,875,950,1000,1050,1150
2260074,650,675,725,775,900,1000,1150,1300
2260076,650,675,725,775,900,1000,1150,1300
2260078,650,675,725,775,900,1000,1150,1300
2260080,650,675,725,775,900,1000,1150,1300
2260900,525,575,600,625,675,775,925,1050
2262110,725,775,825,875,950,1000,1050,1150
2262112,825,875,925,1000,1050,1250,1450,1550
2262114,725,775,825,875,950,1000,1050,1150
2262116,725,775,825,875,950,1000,1050,1150
2262118,725,775,825,875,950,1000,1050,1150
2262120,650,675,725,775,900,1000,1150,1300
2262900,525,575,600,625,675,775,925,1050
2262901,575,625,650,675,775,875,1100,1200
2280042,950,975,1000,1050,1150,1350,1550,1650
2280044,825,875,925,1000,1050,1250,1450,1550
2280045,725,775,825,875,950,1000,1050,1150
2280046,725,775,825,875,950,1000,1050,1150
2280050,725,775,825,875,950,1000,1050,1150
2280064,650,675,725,775,900,1000,1150,1300
2280066,650,675,725,775,900,1000,1150,1300
2280900,525,575,600,625,675,775,925,1050
2280901,575,625,650,675,775,875,1100,1200
2281012,575,625,650,675,775,875,1100,1200
2281080,825,875,925,1000,1050,1250,1450,1550
2281081,825,875,925,1000,1050,1250,1450,1550
2281082,650,675,725,775,900,1000,1150,1300
2281084,650,675,725,775,900,1000,1150,1300
2281087,825,875,925,1000,1050,1250,1450,1550
2281088,1200,1250,1300,1350,1450,1700,1975,2050
2281089,1200,1250,1300,1350,1450,1700,1975,2050
2281090,950,975,1000,1050,1150,1350,1550,1650
2281091,1200,1250,1300,1350,1450,1700,1975,2050
2281092,825,875,925,1000,1050,1250,1450,1550
2281093,825,875,925,1000,1050,1250,1450,1550
2281094,825,875,925,1000,1050,1250,1450,1550
2281095,825,875,925,1000,1050,1250,1450,1550
2281096,825,875,925,1000,1050,1250,1450,1550
2281098,725,775,825,875,950,1000,1050,1150
2281100,825,875,925,1000,1050,1250,1450,1550
2281102,725,775,825,875,950,1000,1050,1150
2281104,725,775,825,875,950,1000,1050,1150
2281106,725,775,825,875,950,1000,1050,1150
2281108,725,775,825,875,950,1000,1050,1150
2281900,575,625,650,675,775,875,1100,1200
2282006,575,625,650,675,775,875,1100,1200
2282008,575,625,650,675,775,875,1100,1200
2282052,725,775,825,875,950,1000,1050,1150
2282054,725,775,825,875,950,1000,1050,1150
2282056,650,675,725,775,900,1000,1150,1300
2282058,650,675,725,775,900,1000,1150,1300
2282060,650,675,725,775,900,1000,1150,1300
2282062,650,675,725,775,900,1000,1150,1300
2282900,525,575,600,625,675,775,925,1050
2282901,525,575,600,625,675,775,925,1050
2283010,575,625,650,675,775,875,1100,1200
2283030,725,775,825,875,950,1000,1050,1150
2283032,725,775,825,875,950,1000,1050,1150
2283034,725,775,825,875,950,1000,1050,1150
2283036,650,675,725,775,900,1000,1150,1300
2283038,650,675,725,775,900,1000,1150,1300
2283040,650,675,725,775,900,1000,1150,1300
2283900,525,575,600,625,675,775,925,1050
2284014,825,875,925,1000,1050,1250,1450,1550
2284016,725,775,825,875,950,1000,1050,1150
2284018,725,775,825,875,950,1000,1050,1150
2284020,950,975,1000,1050,1150,1350,1550,1650
2284022,650,675,725,775,900,1000,1150,1300
2284024,650,675,725,775,900,1000,1150,1300
2284026,650,675,725,775,900,1000,1150,1300
2284028,650,675,725,775,900,1000,1150,1300
2284900,525,575,600,625,675,775,925,1050
2284901,575,625,650,675,775,875,1100,1200
2284902,575,625,650,675,775,875,1100,1200
2303100,525,575,625,675,725,775,900,975
2303101,575,625,675,725,775,825,925,1025
2303103,675,725,775,825,925,975,1050,1075
2303104,575,625,675,725,775,825,925,1025
2305200,525,575,625,675,725,775,900,975
2305201,575,625,675,725,775,825,925,1025
2305202,675,725,775,825,925,975,1050,1075
2305203,575,625,675,725,775,825,925,1025
2305204,575,625,675,725,775,825,925,1025
2309300,525,575,625,675,725,775,900,975
2309301,675,725,775,825,925,975,1050,1075
2309302,775,825,875,925,975,1025,1100,1150
2309303,575,625,675,725,775,825,925,1025
2309304,575,625,675,725,775,825,925,1025
2309305,675,725,775,825,925,975,1050,1075
2309306,775,825,875,925,975,1025,1100,1150
2309307,675,725,775,825,925,975,1050,1075
2309309,575,625,675,725,775,825,925,1025
2309310,575,625,675,725,775,825,925,1025
2309311,575,625,675,725,775,825,925,1025
2309312,575,625,675,725,775,825,925,1025
2309313,775,825,875,925,975,1025,1100,1150
2313400,525,575,625,675,725,775,900,975
2313401,575,625,675,725,775,825,925,1025
2313402,675,725,775,825,925,975,1050,1075
2313403,675,725,775,825,925,975,1050,1075
2313404,575,625,675,725,775,825,925,1025
2321500,525,575,625,675,725,775,900,975
2321501,675,725,775,825,925,975,1050,1075
2321502,575,625,675,725,775,825,925,1025
2321503,675,725,775,825,925,975,1050,1075
2321504,675,725,775,825,925,975,1050,1075
2321505,900,950,1000,1050,1150,1225,1350,1450
2321506,675,725,775,825,925,975,1050,1075
2321507,575,625,675,725,775,825,925,1025
2321508,675,725,775,825,925,975,1050,1075
2321509,575,625,675,725,775,825,925,1025
2321510,675,725,775,825,925,975,1050,1075
2321511,575,625,675,725,775,825,925,1025
2321512,675,725,775,825,925,975,1050,1075
2321513,675,725,775,825,925,975,1050,1075
2321514,775,825,875,925,975,1025,1100,1150
2326600,525,575,625,675,725,775,900,975
2326601,675,725,775,825,925,975,1050,1075
2326602,675,725,775,825,925,975,1050,1075
2326604,675,725,775,825,925,975,1050,1075
2326605,675,725,775,825,925,975,1050,1075
2326607,575,625,675,725,775,825,925,1025
2326609,575,625,675,725,775,825,925,1025
2326610,575,625,675,725,775,825,925,1025
2326611,575,625,675,725,775,825,925,1025
2361700,525,575,625,675,725,775,900,975
2361701,675,725,775,825,925,975,1050,1075
2361702,675,725,775,825,925,975,1050,1075
2361703,575,625,675,725,775,825,925,1025
2361704,575,625,675,725,775,825,925,1025
2361705,675,725,775,825,925,975,1050,1075
2361706,675,725,775,825,925,975,1050,1075
2361707,675,725,775,825,925,975,1050,1075
2361708,675,725,775,825,925,975,1050,1075
2361709,575,625,675,725,775,825,925,1025
2361710,675,725,775,825,925,975,1050,1075
2361711,675,725,775,825,925,975,1050,1075
2361712,675,725,775,825,925,975,1050,1075
2361713,675,725,775,825,925,975,1050,1075
2361714,675,725,775,825,925,975,1050,1075
2361715,575,625,675,725,775,825,925,1025
2380099,575,625,675,725,775,825,925,1025
2380800,525,575,625,675,725,775,900,975
2380801,575,625,675,725,775,825,925,1025
2380802,675,725,775,825,925,975,1050,1075
2380803,775,825,875,925,975,1025,1100,1150
2380804,775,825,875,925,975,1025,1100,1150
2380805,900,950,1000,1050,1150,1225,1350,1450
2380806,900,950,1000,1050,1150,1225,1350,1450
2380807,775,825,875,925,975,1025,1100,1150
2380808,775,825,875,925,975,1025,1100,1150
2380809,675,725,775,825,925,975,1050,1075
2380810,900,950,1000,1050,1150,1225,1350,1450
2380811,900,950,1000,1050,1150,1225,1350,1450
2380812,900,950,1000,1050,1150,1225,1350,1450
2380813,950,1000,1100,1150,1200,1300,1450,1625
2380814,900,950,1000,1050,1150,1225,1350,1450
2380815,775,825,875,925,975,1025,1100,1150
2380816,675,725,775,825,925,975,1050,1075
2380817,575,625,675,725,775,825,925,1025
2380818,575,625,675,725,775,825,925,1025
2380819,775,825,875,925,975,1025,1100,1150
2380820,675,725,775,825,925,975,1050,1075
2380821,775,825,875,925,975,1025,1100,1150
2380822,525,575,625,675,725,775,900,975
2380823,1050,1150,1200,1325,1425,1625,1800,1900
2380824,900,950,1000,1050,1150,1225,1350,1450
2380825,900,950,1000,1050,1150,1225,1350,1450
2401114,780,830,880,910,930,1000,1020,1060
2401116,550,600,620,650,700,730,760,780
2401900,550,600,620,650,700,730,760,780
2403112,650,700,730,760,780,830,870,900
2403900,550,600,620,650,700,730,760,780
2404063,550,600,620,650,700,730,760,780
2404065,550,600,620,650,700,730,760,780
2404066,780,830,880,910,930,1000,1020,1060
2404067,550,600,620,650,700,730,760,780
2404900,550,600,620,650,700,730,760,780
2409068,550,600,620,650,700,730,760,780
2409070,780,830,880,910,930,1000,1020,1060
2409074,550,600,620,650,700,730,760,780
2409900,550,600,620,650,700,730,760,780
2417012,650,700,730,760,780,830,870,900
2417014,550,600,620,650,700,730,760,780
2417900,550,600,620,650,700,730,760,780
2418010,650,700,730,760,780,830,870,900
2418900,550,600,620,650,700,730,760,780
2421006,700,760,780,810,830,870,900,930
2421007,700,760,780,810,830,870,900,930
2421008,700,760,780,810,830,870,900,930
2421009,650,700,730,760,780,830,870,900
2421900,550,600,620,650,700,730,760,780
2422004,650,700,730,760,780,830,870,900
2422900,550,600,620,650,700,730,760,780
2425058,650,700,730,760,780,830,870,900
2425900,550,600,620,650,700,730,760,780
2460108,830,910,930,1000,1050,1100,1160,1240
2460110,830,910,930,1000,1050,1100,1160,1240
2460900,550,600,620,650,700,730,760,780
2462056,780,830,880,910,930,1000,1020,1060
2462900,550,600,620,650,700,730,760,780
2463060,650,700,730,760,780,830,870,900
2463900,550,600,620,650,700,730,760,780
2480076,550,600,620,650,700,730,760,780
2480078,550,600,620,650,700,730,760,780
2480080,780,830,880,910,930,1000,1020,1060
2480082,780,830,880,910,930,1000,1020,1060
2480084,550,600,620,650,700,730,760,780
2480086,650,700,730,760,780,830,870,900
2480088,780,830,880,910,930,1000,1020,1060
2480090,830,910,930,1000,1050,1100,1160,1240
2480091,830,910,930,1000,1050,1100,1160,1240
2480092,830,910,930,1000,1050,1100,1160,1240
2480093,830,910,930,1000,1050,1100,1160,1240
2480094,1160,1270,1380,1540,1660,1760,1820,1940
2480095,1160,1270,1380,1540,1660,1760,1820,1940
2480096,1160,1270,1380,1540,1660,1760,1820,1940
2480097,830,910,930,1000,1050,1100,1160,1240
2480098,1050,1160,1270,1380,1440,1490,1540,1650
2480099,830,910,930,1000,1050,1100,1160,1240
2480100,870,920,980,1080,1130,1190,1250,1300
2480102,780,830,880,910,930,1000,1020,1060
2480104,780,830,880,910,930,1000,1020,1060
2480105,870,920,980,1080,1130,1190,1250,1300
2480106,780,830,880,910,930,1000,1020,1060
2480107,830,910,930,1000,1050,1100,1160,1240
2480201,1080,1190,1350,1460,1510,1570,1630,1690
2480390,870,920,980,1080,1130,1190,1250,1300
2480900,550,600,620,650,700,730,760,780
2481052,780,830,880,910,930,1000,1020,1060
2481055,830,910,930,1000,1050,1100,1160,1240
2481352,780,830,880,910,930,1000,1020,1060
2481900,550,600,620,650,700,730,760,780
2482016,550,600,620,650,700,730,760,780
2482018,550,600,620,650,700,730,760,780
2482020,550,600,620,650,700,730,760,780
2482022,700,760,780,810,830,870,900,930
2482024,550,600,620,650,700,730,760,780
2482026,650,700,730,760,780,830,870,900
2482028,550,600,620,650,700,730,760,780
2482030,700,760,780,810,830,870,900,930
2482031,780,830,880,910,930,1000,1020,1060
2482032,780,830,880,910,930,1000,1020,1060
2482034,830,910,930,1000,1050,1100,1160,1240
2482035,830,910,930,1000,1050,1100,1160,1240
2482036,830,910,930,1000,1050,1100,1160,1240
2482037,780,830,880,910,930,1000,1020,1060
2482038,780,830,880,910,930,1000,1020,1060
2482040,700,760,780,810,830,870,900,930
2482041,700,760,780,810,830,870,900,930
2482042,700,760,780,810,830,870,900,930
2482046,700,760,780,810,830,870,900,930
2482050,650,700,730,760,780,830,870,900
2482332,780,830,880,910,930,1000,1020,1060
2482900,550,600,620,650,700,730,760,780
2505100,700,750,770,800,850,880,930,960
2505101,520,560,570,580,590,620,670,700
2506100,700,750,770,800,850,880,930,960
2506101,520,560,570,580,590,620,670,700
2510100,700,750,770,800,850,880,930,960
2510101,520,560,570,580,590,620,670,700
2510102,520,560,570,580,590,620,670,700
2510103,620,640,670,700,720,770,800,830
2510104,700,750,770,800,850,880,930,960
2513100,620,640,670,700,720,770,800,830
2513101,520,560,570,580,590,620,670,700
2514100,770,820,850,880,930,1000,1060,1100
2514101,700,750,770,800,850,880,930,960
2514102,520,560,570,580,590,620,670,700
2514103,520,560,570,580,590,620,670,700
2514104,520,560,570,580,590,620,670,700
2514105,520,560,570,580,590,620,670,700
2514106,520,560,570,580,590,620,670,700
2514107,520,560,570,580,590,620,670,700
2518100,700,750,770,800,850,880,930,960
2518101,520,560,570,580,590,620,670,700
2518102,520,560,570,580,590,620,670,700
2521100,700,750,770,800,850,880,930,960
2521101,520,560,570,580,590,620,670,700
2521102,520,560,570,580,590,620,670,700
2521103,520,560,570,580,590,620,670,700
2523100,820,880,930,1000,1060,1160,1180,1230
2523101,700,750,770,800,850,880,930,960
2523102,700,750,770,800,850,880,930,960
2523103,520,560,570,580,590,620,670,700
2523104,700,750,770,800,850,880,930,960
2523105,620,640,670,700,720,770,800,830
2523106,520,560,570,580,590,620,670,700
2560100,700,750,770,800,850,880,930,960
2560101,520,560,570,580,590,620,670,700
2580100,1050,1100,1210,1310,1370,1500,1650,1770
2580101,1000,1080,1160,1210,1260,1370,1440,1540
2580102,920,1000,1050,1100,1180,1290,1310,1400
2580103,770,820,850,880,930,1000,1060,1100
2580104,770,820,850,880,930,1000,1060,1100
2580105,770,820,850,880,930,1000,1060,1100
2580106,770,820,850,880,930,1000,1060,1100
2580107,770,820,850,880,930,1000,1060,1100
2580108,770,820,850,880,930,1000,1060,1100
2580109,770,820,850,880,930,1000,1060,1100
2580110,770,820,850,880,930,1000,1060,1100
2580111,700,750,770,800,850,880,930,960
2580112,620,640,670,700,720,770,800,830
2580113,520,560,570,580,590,620,670,700
2580114,1000,1080,1160,1210,1260,1370,1440,1540
2580115,770,820,850,880,930,1000,1060,1100
2580116,1050,1100,1210,1310,1370,1500,1650,1770
2580200,920,1000,1050,1100,1180,1290,1310,1400
2580202,770,820,850,880,930,1000,1060,1100
2580204,920,1000,1050,1100,1180,1290,1310,1400
2580206,1000,1080,1160,1210,1260,1370,1440,1540
2580208,770,820,850,880,930,1000,1060,1100
2580300,520,560,570,580,590,620,670,700
2581100,820,880,930,1000,1060,1160,1180,1230
2581101,820,880,930,1000,1060,1160,1180,1230
2581102,700,750,770,800,850,880,930,960
2581103,620,640,670,700,720,770,800,830
2581104,770,820,850,880,930,1000,1060,1100
2581105,700,750,770,800,850,880,930,960
2581106,620,640,670,700,720,770,800,830
2581107,620,640,670,700,720,770,800,830
2581108,620,640,670,700,720,770,800,830
2581109,520,560,570,580,590,620,670,700
2581110,520,560,570,580,590,620,670,700
2581111,620,640,670,700,720,770,800,830
2581112,700,750,770,800,850,880,930,960
2581113,1000,1080,1160,1210,1260,1370,1440,1540
2582100,700,750,770,800,850,880,930,960
2582101,700,750,770,800,850,880,930,960
2582102,620,640,670,700,720,770,800,830
2582103,520,560,570,580,590,620,670,700
2582104,920,1000,1050,1100,1180,1290,1310,1400
2582200,620,640,670,700,720,770,800,830
2582300,620,640,670,700,720,770,800,830
2583100,820,880,930,1000,1060,1160,1180,1230
2583101,820,880,930,1000,1060,1160,1180,1230
2583102,770,820,850,880,930,1000,1060,1100
2583103,520,560,570,580,590,620,670,700
2583200,820,880,930,1000,1060,1160,1180,1230
2583201,920,1000,1050,1100,1180,1290,1310,1400
2584100,820,880,930,1000,1060,1160,1180,1230
2584101,770,820,850,880,930,1000,1060,1100
2584102,770,820,850,880,930,1000,1060,1100
2584103,620,640,670,700,720,770,800,830
2584104,520,560,570,580,590,620,670,700
2584105,520,560,570,580,590,620,670,700
2584106,520,560,570,580,590,620,670,700
2584107,920,1000,1050,1100,1180,1290,1310,1400
2584301,620,640,670,700,720,770,800,830
